|UserKNNCB| iter: 0/896 | topk: 20 | shrink: 0 | sim type: 'cosine' | MAP: 0.0498 |
|UserKNNCB| iter: 249/896 | topk: 275 | shrink: 165 | sim type: 'cosine' | MAP: 0.0255 |
|UserKNNCB| iter: 250/896 | topk: 275 | shrink: 180 | sim type: 'cosine' | MAP: 0.0253 |
|UserKNNCB| iter: 251/896 | topk: 275 | shrink: 195 | sim type: 'cosine' | MAP: 0.0249 |
|UserKNNCB| iter: 252/896 | topk: 290 | shrink: 0 | sim type: 'cosine' | MAP: 0.0381 |
|UserKNNCB| iter: 253/896 | topk: 290 | shrink: 15 | sim type: 'cosine' | MAP: 0.0347 |
|UserKNNCB| iter: 254/896 | topk: 290 | shrink: 30 | sim type: 'cosine' | MAP: 0.0327 |
|UserKNNCB| iter: 255/896 | topk: 290 | shrink: 45 | sim type: 'cosine' | MAP: 0.0306 |
|UserKNNCB| iter: 256/896 | topk: 290 | shrink: 60 | sim type: 'cosine' | MAP: 0.0294 |
|UserKNNCB| iter: 257/896 | topk: 290 | shrink: 75 | sim type: 'cosine' | MAP: 0.0282 |
|UserKNNCB| iter: 258/896 | topk: 290 | shrink: 90 | sim type: 'cosine' | MAP: 0.0276 |
|UserKNNCB| iter: 259/896 | topk: 290 | shrink: 105 | sim type: 'cosine' | MAP: 0.0270 |
|UserKNNCB| iter: 260/896 | topk: 290 | shrink: 120 | sim type: 'cosine' | MAP: 0.0264 |
|UserKNNCB| iter: 261/896 | topk: 290 | shrink: 135 | sim type: 'cosine' | MAP: 0.0257 |
|UserKNNCB| iter: 262/896 | topk: 290 | shrink: 150 | sim type: 'cosine' | MAP: 0.0256 |
|UserKNNCB| iter: 263/896 | topk: 290 | shrink: 165 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 264/896 | topk: 290 | shrink: 180 | sim type: 'cosine' | MAP: 0.0252 |
|UserKNNCB| iter: 265/896 | topk: 290 | shrink: 195 | sim type: 'cosine' | MAP: 0.0247 |
|UserKNNCB| iter: 266/896 | topk: 305 | shrink: 0 | sim type: 'cosine' | MAP: 0.0377 |
|UserKNNCB| iter: 267/896 | topk: 305 | shrink: 15 | sim type: 'cosine' | MAP: 0.0341 |
|UserKNNCB| iter: 268/896 | topk: 305 | shrink: 30 | sim type: 'cosine' | MAP: 0.0317 |
|UserKNNCB| iter: 269/896 | topk: 305 | shrink: 45 | sim type: 'cosine' | MAP: 0.0299 |
|UserKNNCB| iter: 270/896 | topk: 305 | shrink: 60 | sim type: 'cosine' | MAP: 0.0289 |
|UserKNNCB| iter: 271/896 | topk: 305 | shrink: 75 | sim type: 'cosine' | MAP: 0.0280 |
|UserKNNCB| iter: 272/896 | topk: 305 | shrink: 90 | sim type: 'cosine' | MAP: 0.0274 |
|UserKNNCB| iter: 273/896 | topk: 305 | shrink: 105 | sim type: 'cosine' | MAP: 0.0265 |
|UserKNNCB| iter: 274/896 | topk: 305 | shrink: 120 | sim type: 'cosine' | MAP: 0.0261 |
|UserKNNCB| iter: 275/896 | topk: 305 | shrink: 135 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 276/896 | topk: 305 | shrink: 150 | sim type: 'cosine' | MAP: 0.0251 |
|UserKNNCB| iter: 277/896 | topk: 305 | shrink: 165 | sim type: 'cosine' | MAP: 0.0251 |
|UserKNNCB| iter: 278/896 | topk: 305 | shrink: 180 | sim type: 'cosine' | MAP: 0.0249 |
|UserKNNCB| iter: 279/896 | topk: 305 | shrink: 195 | sim type: 'cosine' | MAP: 0.0245 |
|UserKNNCB| iter: 280/896 | topk: 320 | shrink: 0 | sim type: 'cosine' | MAP: 0.0370 |
|UserKNNCB| iter: 281/896 | topk: 320 | shrink: 15 | sim type: 'cosine' | MAP: 0.0336 |
|UserKNNCB| iter: 282/896 | topk: 320 | shrink: 30 | sim type: 'cosine' | MAP: 0.0313 |
|UserKNNCB| iter: 283/896 | topk: 320 | shrink: 45 | sim type: 'cosine' | MAP: 0.0296 |
|UserKNNCB| iter: 284/896 | topk: 320 | shrink: 60 | sim type: 'cosine' | MAP: 0.0282 |
|UserKNNCB| iter: 285/896 | topk: 320 | shrink: 75 | sim type: 'cosine' | MAP: 0.0277 |
|UserKNNCB| iter: 286/896 | topk: 320 | shrink: 90 | sim type: 'cosine' | MAP: 0.0269 |
|UserKNNCB| iter: 287/896 | topk: 320 | shrink: 105 | sim type: 'cosine' | MAP: 0.0265 |
|UserKNNCB| iter: 288/896 | topk: 320 | shrink: 120 | sim type: 'cosine' | MAP: 0.0260 |
|UserKNNCB| iter: 289/896 | topk: 320 | shrink: 135 | sim type: 'cosine' | MAP: 0.0255 |
|UserKNNCB| iter: 290/896 | topk: 320 | shrink: 150 | sim type: 'cosine' | MAP: 0.0252 |
|UserKNNCB| iter: 291/896 | topk: 320 | shrink: 165 | sim type: 'cosine' | MAP: 0.0250 |
|UserKNNCB| iter: 292/896 | topk: 320 | shrink: 180 | sim type: 'cosine' | MAP: 0.0248 |
|UserKNNCB| iter: 293/896 | topk: 320 | shrink: 195 | sim type: 'cosine' | MAP: 0.0244 |
|UserKNNCB| iter: 294/896 | topk: 335 | shrink: 0 | sim type: 'cosine' | MAP: 0.0363 |
|UserKNNCB| iter: 295/896 | topk: 335 | shrink: 15 | sim type: 'cosine' | MAP: 0.0335 |
|UserKNNCB| iter: 296/896 | topk: 335 | shrink: 30 | sim type: 'cosine' | MAP: 0.0308 |
|UserKNNCB| iter: 297/896 | topk: 335 | shrink: 45 | sim type: 'cosine' | MAP: 0.0289 |
|UserKNNCB| iter: 298/896 | topk: 335 | shrink: 60 | sim type: 'cosine' | MAP: 0.0279 |
|UserKNNCB| iter: 299/896 | topk: 335 | shrink: 75 | sim type: 'cosine' | MAP: 0.0274 |
|UserKNNCB| iter: 300/896 | topk: 335 | shrink: 90 | sim type: 'cosine' | MAP: 0.0269 |
|UserKNNCB| iter: 301/896 | topk: 335 | shrink: 105 | sim type: 'cosine' | MAP: 0.0263 |
|UserKNNCB| iter: 302/896 | topk: 335 | shrink: 120 | sim type: 'cosine' | MAP: 0.0259 |
|UserKNNCB| iter: 303/896 | topk: 335 | shrink: 135 | sim type: 'cosine' | MAP: 0.0256 |
|UserKNNCB| iter: 304/896 | topk: 335 | shrink: 150 | sim type: 'cosine' | MAP: 0.0252 |
|UserKNNCB| iter: 305/896 | topk: 335 | shrink: 165 | sim type: 'cosine' | MAP: 0.0247 |
|UserKNNCB| iter: 306/896 | topk: 335 | shrink: 180 | sim type: 'cosine' | MAP: 0.0245 |
|UserKNNCB| iter: 307/896 | topk: 335 | shrink: 195 | sim type: 'cosine' | MAP: 0.0242 |
|UserKNNCB| iter: 308/896 | topk: 350 | shrink: 0 | sim type: 'cosine' | MAP: 0.0364 |
|UserKNNCB| iter: 309/896 | topk: 350 | shrink: 15 | sim type: 'cosine' | MAP: 0.0329 |
|UserKNNCB| iter: 310/896 | topk: 350 | shrink: 30 | sim type: 'cosine' | MAP: 0.0304 |
|UserKNNCB| iter: 311/896 | topk: 350 | shrink: 45 | sim type: 'cosine' | MAP: 0.0287 |
|UserKNNCB| iter: 312/896 | topk: 350 | shrink: 60 | sim type: 'cosine' | MAP: 0.0278 |
|UserKNNCB| iter: 313/896 | topk: 350 | shrink: 75 | sim type: 'cosine' | MAP: 0.0271 |
|UserKNNCB| iter: 314/896 | topk: 350 | shrink: 90 | sim type: 'cosine' | MAP: 0.0266 |
|UserKNNCB| iter: 315/896 | topk: 350 | shrink: 105 | sim type: 'cosine' | MAP: 0.0261 |
|UserKNNCB| iter: 316/896 | topk: 350 | shrink: 120 | sim type: 'cosine' | MAP: 0.0257 |
|UserKNNCB| iter: 317/896 | topk: 350 | shrink: 135 | sim type: 'cosine' | MAP: 0.0255 |
|UserKNNCB| iter: 318/896 | topk: 350 | shrink: 150 | sim type: 'cosine' | MAP: 0.0250 |
|UserKNNCB| iter: 319/896 | topk: 350 | shrink: 165 | sim type: 'cosine' | MAP: 0.0247 |
|UserKNNCB| iter: 320/896 | topk: 350 | shrink: 180 | sim type: 'cosine' | MAP: 0.0244 |
|UserKNNCB| iter: 321/896 | topk: 350 | shrink: 195 | sim type: 'cosine' | MAP: 0.0241 |
|UserKNNCB| iter: 322/896 | topk: 365 | shrink: 0 | sim type: 'cosine' | MAP: 0.0360 |
|UserKNNCB| iter: 323/896 | topk: 365 | shrink: 15 | sim type: 'cosine' | MAP: 0.0325 |
|UserKNNCB| iter: 324/896 | topk: 365 | shrink: 30 | sim type: 'cosine' | MAP: 0.0301 |
|UserKNNCB| iter: 325/896 | topk: 365 | shrink: 45 | sim type: 'cosine' | MAP: 0.0284 |
|UserKNNCB| iter: 326/896 | topk: 365 | shrink: 60 | sim type: 'cosine' | MAP: 0.0277 |
|UserKNNCB| iter: 327/896 | topk: 365 | shrink: 75 | sim type: 'cosine' | MAP: 0.0268 |
|UserKNNCB| iter: 328/896 | topk: 365 | shrink: 90 | sim type: 'cosine' | MAP: 0.0264 |
|UserKNNCB| iter: 329/896 | topk: 365 | shrink: 105 | sim type: 'cosine' | MAP: 0.0260 |
|UserKNNCB| iter: 330/896 | topk: 365 | shrink: 120 | sim type: 'cosine' | MAP: 0.0257 |
|UserKNNCB| iter: 331/896 | topk: 365 | shrink: 135 | sim type: 'cosine' | MAP: 0.0253 |
|UserKNNCB| iter: 332/896 | topk: 365 | shrink: 150 | sim type: 'cosine' | MAP: 0.0249 |
|UserKNNCB| iter: 333/896 | topk: 365 | shrink: 165 | sim type: 'cosine' | MAP: 0.0245 |
|UserKNNCB| iter: 334/896 | topk: 365 | shrink: 180 | sim type: 'cosine' | MAP: 0.0242 |
|UserKNNCB| iter: 335/896 | topk: 365 | shrink: 195 | sim type: 'cosine' | MAP: 0.0240 |
|UserKNNCB| iter: 336/896 | topk: 380 | shrink: 0 | sim type: 'cosine' | MAP: 0.0354 |
|UserKNNCB| iter: 337/896 | topk: 380 | shrink: 15 | sim type: 'cosine' | MAP: 0.0321 |
|UserKNNCB| iter: 338/896 | topk: 380 | shrink: 30 | sim type: 'cosine' | MAP: 0.0296 |
|UserKNNCB| iter: 339/896 | topk: 380 | shrink: 45 | sim type: 'cosine' | MAP: 0.0282 |
|UserKNNCB| iter: 340/896 | topk: 380 | shrink: 60 | sim type: 'cosine' | MAP: 0.0277 |
|UserKNNCB| iter: 341/896 | topk: 380 | shrink: 75 | sim type: 'cosine' | MAP: 0.0267 |
|UserKNNCB| iter: 342/896 | topk: 380 | shrink: 90 | sim type: 'cosine' | MAP: 0.0262 |
|UserKNNCB| iter: 343/896 | topk: 380 | shrink: 105 | sim type: 'cosine' | MAP: 0.0258 |
|UserKNNCB| iter: 344/896 | topk: 380 | shrink: 120 | sim type: 'cosine' | MAP: 0.0256 |
|UserKNNCB| iter: 345/896 | topk: 380 | shrink: 135 | sim type: 'cosine' | MAP: 0.0250 |
|UserKNNCB| iter: 346/896 | topk: 380 | shrink: 150 | sim type: 'cosine' | MAP: 0.0247 |
|UserKNNCB| iter: 347/896 | topk: 380 | shrink: 165 | sim type: 'cosine' | MAP: 0.0242 |
|UserKNNCB| iter: 348/896 | topk: 380 | shrink: 180 | sim type: 'cosine' | MAP: 0.0241 |
|UserKNNCB| iter: 349/896 | topk: 380 | shrink: 195 | sim type: 'cosine' | MAP: 0.0238 |
|UserKNNCB| iter: 350/896 | topk: 395 | shrink: 0 | sim type: 'cosine' | MAP: 0.0354 |
|UserKNNCB| iter: 351/896 | topk: 395 | shrink: 15 | sim type: 'cosine' | MAP: 0.0317 |
|UserKNNCB| iter: 352/896 | topk: 395 | shrink: 30 | sim type: 'cosine' | MAP: 0.0294 |
|UserKNNCB| iter: 353/896 | topk: 395 | shrink: 45 | sim type: 'cosine' | MAP: 0.0280 |
|UserKNNCB| iter: 354/896 | topk: 395 | shrink: 60 | sim type: 'cosine' | MAP: 0.0273 |
|UserKNNCB| iter: 355/896 | topk: 395 | shrink: 75 | sim type: 'cosine' | MAP: 0.0266 |
|UserKNNCB| iter: 356/896 | topk: 395 | shrink: 90 | sim type: 'cosine' | MAP: 0.0261 |
|UserKNNCB| iter: 357/896 | topk: 395 | shrink: 105 | sim type: 'cosine' | MAP: 0.0256 |
|UserKNNCB| iter: 358/896 | topk: 395 | shrink: 120 | sim type: 'cosine' | MAP: 0.0253 |
|UserKNNCB| iter: 359/896 | topk: 395 | shrink: 135 | sim type: 'cosine' | MAP: 0.0250 |
|UserKNNCB| iter: 360/896 | topk: 395 | shrink: 150 | sim type: 'cosine' | MAP: 0.0245 |
|UserKNNCB| iter: 361/896 | topk: 395 | shrink: 165 | sim type: 'cosine' | MAP: 0.0242 |
|UserKNNCB| iter: 362/896 | topk: 395 | shrink: 180 | sim type: 'cosine' | MAP: 0.0238 |
|UserKNNCB| iter: 363/896 | topk: 395 | shrink: 195 | sim type: 'cosine' | MAP: 0.0236 |
|UserKNNCB| iter: 364/896 | topk: 410 | shrink: 0 | sim type: 'cosine' | MAP: 0.0349 |
|UserKNNCB| iter: 365/896 | topk: 410 | shrink: 15 | sim type: 'cosine' | MAP: 0.0314 |
|UserKNNCB| iter: 366/896 | topk: 410 | shrink: 30 | sim type: 'cosine' | MAP: 0.0291 |
|UserKNNCB| iter: 367/896 | topk: 410 | shrink: 45 | sim type: 'cosine' | MAP: 0.0277 |
|UserKNNCB| iter: 368/896 | topk: 410 | shrink: 60 | sim type: 'cosine' | MAP: 0.0273 |
|UserKNNCB| iter: 369/896 | topk: 410 | shrink: 75 | sim type: 'cosine' | MAP: 0.0264 |
|UserKNNCB| iter: 370/896 | topk: 410 | shrink: 90 | sim type: 'cosine' | MAP: 0.0258 |
|UserKNNCB| iter: 371/896 | topk: 410 | shrink: 105 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 372/896 | topk: 410 | shrink: 120 | sim type: 'cosine' | MAP: 0.0250 |
|UserKNNCB| iter: 373/896 | topk: 410 | shrink: 135 | sim type: 'cosine' | MAP: 0.0248 |
|UserKNNCB| iter: 374/896 | topk: 410 | shrink: 150 | sim type: 'cosine' | MAP: 0.0245 |
|UserKNNCB| iter: 375/896 | topk: 410 | shrink: 165 | sim type: 'cosine' | MAP: 0.0239 |
|UserKNNCB| iter: 376/896 | topk: 410 | shrink: 180 | sim type: 'cosine' | MAP: 0.0237 |
|UserKNNCB| iter: 377/896 | topk: 410 | shrink: 195 | sim type: 'cosine' | MAP: 0.0235 |
|UserKNNCB| iter: 378/896 | topk: 425 | shrink: 0 | sim type: 'cosine' | MAP: 0.0344 |
|UserKNNCB| iter: 379/896 | topk: 425 | shrink: 15 | sim type: 'cosine' | MAP: 0.0311 |
|UserKNNCB| iter: 380/896 | topk: 425 | shrink: 30 | sim type: 'cosine' | MAP: 0.0287 |
|UserKNNCB| iter: 381/896 | topk: 425 | shrink: 45 | sim type: 'cosine' | MAP: 0.0275 |
|UserKNNCB| iter: 382/896 | topk: 425 | shrink: 60 | sim type: 'cosine' | MAP: 0.0270 |
|UserKNNCB| iter: 383/896 | topk: 425 | shrink: 75 | sim type: 'cosine' | MAP: 0.0260 |
|UserKNNCB| iter: 384/896 | topk: 425 | shrink: 90 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 385/896 | topk: 425 | shrink: 105 | sim type: 'cosine' | MAP: 0.0249 |
|UserKNNCB| iter: 386/896 | topk: 425 | shrink: 120 | sim type: 'cosine' | MAP: 0.0248 |
|UserKNNCB| iter: 387/896 | topk: 425 | shrink: 135 | sim type: 'cosine' | MAP: 0.0245 |
|UserKNNCB| iter: 388/896 | topk: 425 | shrink: 150 | sim type: 'cosine' | MAP: 0.0243 |
|UserKNNCB| iter: 389/896 | topk: 425 | shrink: 165 | sim type: 'cosine' | MAP: 0.0240 |
|UserKNNCB| iter: 390/896 | topk: 425 | shrink: 180 | sim type: 'cosine' | MAP: 0.0237 |
|UserKNNCB| iter: 391/896 | topk: 425 | shrink: 195 | sim type: 'cosine' | MAP: 0.0234 |
|UserKNNCB| iter: 392/896 | topk: 440 | shrink: 0 | sim type: 'cosine' | MAP: 0.0335 |
|UserKNNCB| iter: 393/896 | topk: 440 | shrink: 15 | sim type: 'cosine' | MAP: 0.0308 |
|UserKNNCB| iter: 394/896 | topk: 440 | shrink: 30 | sim type: 'cosine' | MAP: 0.0282 |
|UserKNNCB| iter: 395/896 | topk: 440 | shrink: 45 | sim type: 'cosine' | MAP: 0.0273 |
|UserKNNCB| iter: 396/896 | topk: 440 | shrink: 60 | sim type: 'cosine' | MAP: 0.0265 |
|UserKNNCB| iter: 397/896 | topk: 440 | shrink: 75 | sim type: 'cosine' | MAP: 0.0258 |
|UserKNNCB| iter: 398/896 | topk: 440 | shrink: 90 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 399/896 | topk: 440 | shrink: 105 | sim type: 'cosine' | MAP: 0.0250 |
|UserKNNCB| iter: 400/896 | topk: 440 | shrink: 120 | sim type: 'cosine' | MAP: 0.0247 |
|UserKNNCB| iter: 401/896 | topk: 440 | shrink: 135 | sim type: 'cosine' | MAP: 0.0244 |
|UserKNNCB| iter: 402/896 | topk: 440 | shrink: 150 | sim type: 'cosine' | MAP: 0.0240 |
|UserKNNCB| iter: 403/896 | topk: 440 | shrink: 165 | sim type: 'cosine' | MAP: 0.0238 |
|UserKNNCB| iter: 404/896 | topk: 440 | shrink: 180 | sim type: 'cosine' | MAP: 0.0237 |
|UserKNNCB| iter: 405/896 | topk: 440 | shrink: 195 | sim type: 'cosine' | MAP: 0.0234 |
|UserKNNCB| iter: 406/896 | topk: 455 | shrink: 0 | sim type: 'cosine' | MAP: 0.0332 |
|UserKNNCB| iter: 407/896 | topk: 455 | shrink: 15 | sim type: 'cosine' | MAP: 0.0304 |
|UserKNNCB| iter: 408/896 | topk: 455 | shrink: 30 | sim type: 'cosine' | MAP: 0.0279 |
|UserKNNCB| iter: 409/896 | topk: 455 | shrink: 45 | sim type: 'cosine' | MAP: 0.0274 |
|UserKNNCB| iter: 410/896 | topk: 455 | shrink: 60 | sim type: 'cosine' | MAP: 0.0264 |
|UserKNNCB| iter: 411/896 | topk: 455 | shrink: 75 | sim type: 'cosine' | MAP: 0.0257 |
|UserKNNCB| iter: 412/896 | topk: 455 | shrink: 90 | sim type: 'cosine' | MAP: 0.0253 |
|UserKNNCB| iter: 413/896 | topk: 455 | shrink: 105 | sim type: 'cosine' | MAP: 0.0249 |
|UserKNNCB| iter: 414/896 | topk: 455 | shrink: 120 | sim type: 'cosine' | MAP: 0.0245 |
|UserKNNCB| iter: 415/896 | topk: 455 | shrink: 135 | sim type: 'cosine' | MAP: 0.0243 |
|UserKNNCB| iter: 416/896 | topk: 455 | shrink: 150 | sim type: 'cosine' | MAP: 0.0240 |
|UserKNNCB| iter: 417/896 | topk: 455 | shrink: 165 | sim type: 'cosine' | MAP: 0.0235 |
|UserKNNCB| iter: 418/896 | topk: 455 | shrink: 180 | sim type: 'cosine' | MAP: 0.0234 |
|UserKNNCB| iter: 419/896 | topk: 455 | shrink: 195 | sim type: 'cosine' | MAP: 0.0232 |
|UserKNNCB| iter: 420/896 | topk: 470 | shrink: 0 | sim type: 'cosine' | MAP: 0.0327 |
|UserKNNCB| iter: 421/896 | topk: 470 | shrink: 15 | sim type: 'cosine' | MAP: 0.0298 |
|UserKNNCB| iter: 422/896 | topk: 470 | shrink: 30 | sim type: 'cosine' | MAP: 0.0279 |
|UserKNNCB| iter: 423/896 | topk: 470 | shrink: 45 | sim type: 'cosine' | MAP: 0.0269 |
|UserKNNCB| iter: 424/896 | topk: 470 | shrink: 60 | sim type: 'cosine' | MAP: 0.0261 |
|UserKNNCB| iter: 425/896 | topk: 470 | shrink: 75 | sim type: 'cosine' | MAP: 0.0256 |
|UserKNNCB| iter: 426/896 | topk: 470 | shrink: 90 | sim type: 'cosine' | MAP: 0.0252 |
|UserKNNCB| iter: 427/896 | topk: 470 | shrink: 105 | sim type: 'cosine' | MAP: 0.0246 |
|UserKNNCB| iter: 428/896 | topk: 470 | shrink: 120 | sim type: 'cosine' | MAP: 0.0243 |
|UserKNNCB| iter: 429/896 | topk: 470 | shrink: 135 | sim type: 'cosine' | MAP: 0.0241 |
|UserKNNCB| iter: 430/896 | topk: 470 | shrink: 150 | sim type: 'cosine' | MAP: 0.0237 |
|UserKNNCB| iter: 431/896 | topk: 470 | shrink: 165 | sim type: 'cosine' | MAP: 0.0234 |
|UserKNNCB| iter: 432/896 | topk: 470 | shrink: 180 | sim type: 'cosine' | MAP: 0.0233 |
|UserKNNCB| iter: 433/896 | topk: 470 | shrink: 195 | sim type: 'cosine' | MAP: 0.0233 |
|UserKNNCB| iter: 434/896 | topk: 485 | shrink: 0 | sim type: 'cosine' | MAP: 0.0321 |
|UserKNNCB| iter: 435/896 | topk: 485 | shrink: 15 | sim type: 'cosine' | MAP: 0.0295 |
|UserKNNCB| iter: 436/896 | topk: 485 | shrink: 30 | sim type: 'cosine' | MAP: 0.0276 |
|UserKNNCB| iter: 437/896 | topk: 485 | shrink: 45 | sim type: 'cosine' | MAP: 0.0267 |
|UserKNNCB| iter: 438/896 | topk: 485 | shrink: 60 | sim type: 'cosine' | MAP: 0.0260 |
|UserKNNCB| iter: 439/896 | topk: 485 | shrink: 75 | sim type: 'cosine' | MAP: 0.0254 |
|UserKNNCB| iter: 440/896 | topk: 485 | shrink: 90 | sim type: 'cosine' | MAP: 0.0252 |
|UserKNNCB| iter: 441/896 | topk: 485 | shrink: 105 | sim type: 'cosine' | MAP: 0.0246 |
|UserKNNCB| iter: 442/896 | topk: 485 | shrink: 120 | sim type: 'cosine' | MAP: 0.0243 |
|UserKNNCB| iter: 443/896 | topk: 485 | shrink: 135 | sim type: 'cosine' | MAP: 0.0238 |
|UserKNNCB| iter: 444/896 | topk: 485 | shrink: 150 | sim type: 'cosine' | MAP: 0.0236 |
|UserKNNCB| iter: 445/896 | topk: 485 | shrink: 165 | sim type: 'cosine' | MAP: 0.0232 |
|UserKNNCB| iter: 446/896 | topk: 485 | shrink: 180 | sim type: 'cosine' | MAP: 0.0232 |
|UserKNNCB| iter: 447/896 | topk: 485 | shrink: 195 | sim type: 'cosine' | MAP: 0.0228 |
|UserKNNCB| iter: 448/896 | topk: 20 | shrink: 0 | sim type: 'jaccard' | MAP: 0.0498 |
|UserKNNCB| iter: 449/896 | topk: 20 | shrink: 15 | sim type: 'jaccard' | MAP: 0.0498 |
|UserKNNCB| iter: 450/896 | topk: 20 | shrink: 30 | sim type: 'jaccard' | MAP: 0.0484 |
|UserKNNCB| iter: 451/896 | topk: 20 | shrink: 45 | sim type: 'jaccard' | MAP: 0.0473 |
|UserKNNCB| iter: 452/896 | topk: 20 | shrink: 60 | sim type: 'jaccard' | MAP: 0.0464 |
|UserKNNCB| iter: 453/896 | topk: 20 | shrink: 75 | sim type: 'jaccard' | MAP: 0.0455 |
|UserKNNCB| iter: 454/896 | topk: 20 | shrink: 90 | sim type: 'jaccard' | MAP: 0.0449 |
|UserKNNCB| iter: 455/896 | topk: 20 | shrink: 105 | sim type: 'jaccard' | MAP: 0.0439 |
|UserKNNCB| iter: 456/896 | topk: 20 | shrink: 120 | sim type: 'jaccard' | MAP: 0.0429 |
|UserKNNCB| iter: 457/896 | topk: 20 | shrink: 135 | sim type: 'jaccard' | MAP: 0.0424 |
|UserKNNCB| iter: 458/896 | topk: 20 | shrink: 150 | sim type: 'jaccard' | MAP: 0.0414 |
|UserKNNCB| iter: 459/896 | topk: 20 | shrink: 165 | sim type: 'jaccard' | MAP: 0.0416 |
|UserKNNCB| iter: 460/896 | topk: 20 | shrink: 180 | sim type: 'jaccard' | MAP: 0.0409 |
|UserKNNCB| iter: 461/896 | topk: 20 | shrink: 195 | sim type: 'jaccard' | MAP: 0.0396 |
|UserKNNCB| iter: 462/896 | topk: 35 | shrink: 0 | sim type: 'jaccard' | MAP: 0.0518 |
|UserKNNCB| iter: 463/896 | topk: 35 | shrink: 15 | sim type: 'jaccard' | MAP: 0.0502 |
|UserKNNCB| iter: 464/896 | topk: 35 | shrink: 30 | sim type: 'jaccard' | MAP: 0.0489 |
|UserKNNCB| iter: 465/896 | topk: 35 | shrink: 45 | sim type: 'jaccard' | MAP: 0.0472 |
|UserKNNCB| iter: 466/896 | topk: 35 | shrink: 60 | sim type: 'jaccard' | MAP: 0.0455 |
|UserKNNCB| iter: 467/896 | topk: 35 | shrink: 75 | sim type: 'jaccard' | MAP: 0.0451 |
|UserKNNCB| iter: 468/896 | topk: 35 | shrink: 90 | sim type: 'jaccard' | MAP: 0.0439 |
|UserKNNCB| iter: 469/896 | topk: 35 | shrink: 105 | sim type: 'jaccard' | MAP: 0.0418 |
|UserKNNCB| iter: 470/896 | topk: 35 | shrink: 120 | sim type: 'jaccard' | MAP: 0.0410 |
|UserKNNCB| iter: 471/896 | topk: 35 | shrink: 135 | sim type: 'jaccard' | MAP: 0.0396 |
|UserKNNCB| iter: 472/896 | topk: 35 | shrink: 150 | sim type: 'jaccard' | MAP: 0.0387 |
|UserKNNCB| iter: 473/896 | topk: 35 | shrink: 165 | sim type: 'jaccard' | MAP: 0.0384 |
|UserKNNCB| iter: 474/896 | topk: 35 | shrink: 180 | sim type: 'jaccard' | MAP: 0.0373 |
|UserKNNCB| iter: 475/896 | topk: 35 | shrink: 195 | sim type: 'jaccard' | MAP: 0.0364 |
|UserKNNCB| iter: 476/896 | topk: 50 | shrink: 0 | sim type: 'jaccard' | MAP: 0.0505 |
|UserKNNCB| iter: 477/896 | topk: 50 | shrink: 15 | sim type: 'jaccard' | MAP: 0.0488 |
|UserKNNCB| iter: 478/896 | topk: 50 | shrink: 30 | sim type: 'jaccard' | MAP: 0.0476 |
|UserKNNCB| iter: 479/896 | topk: 50 | shrink: 45 | sim type: 'jaccard' | MAP: 0.0455 |
|UserKNNCB| iter: 480/896 | topk: 50 | shrink: 60 | sim type: 'jaccard' | MAP: 0.0442 |
|UserKNNCB| iter: 481/896 | topk: 50 | shrink: 75 | sim type: 'jaccard' | MAP: 0.0429 |
|UserKNNCB| iter: 482/896 | topk: 50 | shrink: 90 | sim type: 'jaccard' | MAP: 0.0417 |
|UserKNNCB| iter: 483/896 | topk: 50 | shrink: 105 | sim type: 'jaccard' | MAP: 0.0404 |
|UserKNNCB| iter: 484/896 | topk: 50 | shrink: 120 | sim type: 'jaccard' | MAP: 0.0395 |
|UserKNNCB| iter: 485/896 | topk: 50 | shrink: 135 | sim type: 'jaccard' | MAP: 0.0375 |
|UserKNNCB| iter: 486/896 | topk: 50 | shrink: 150 | sim type: 'jaccard' | MAP: 0.0365 |
|UserKNNCB| iter: 487/896 | topk: 50 | shrink: 165 | sim type: 'jaccard' | MAP: 0.0355 |
|UserKNNCB| iter: 488/896 | topk: 50 | shrink: 180 | sim type: 'jaccard' | MAP: 0.0348 |
|UserKNNCB| iter: 489/896 | topk: 50 | shrink: 195 | sim type: 'jaccard' | MAP: 0.0343 |
|UserKNNCB| iter: 490/896 | topk: 65 | shrink: 0 | sim type: 'jaccard' | MAP: 0.0501 |
|UserKNNCB| iter: 491/896 | topk: 65 | shrink: 15 | sim type: 'jaccard' | MAP: 0.0475 |
|UserKNNCB| iter: 492/896 | topk: 65 | shrink: 30 | sim type: 'jaccard' | MAP: 0.0456 |
|UserKNNCB| iter: 493/896 | topk: 65 | shrink: 45 | sim type: 'jaccard' | MAP: 0.0444 |
|UserKNNCB| iter: 494/896 | topk: 65 | shrink: 60 | sim type: 'jaccard' | MAP: 0.0424 |
|UserKNNCB| iter: 495/896 | topk: 65 | shrink: 75 | sim type: 'jaccard' | MAP: 0.0417 |
|UserKNNCB| iter: 496/896 | topk: 65 | shrink: 90 | sim type: 'jaccard' | MAP: 0.0396 |
